"sample_ID","species","presence"
"31_F","Longitarsus luridus",0
"32_F","Longitarsus luridus",0
"33_F","Longitarsus luridus",0
"34_F","Longitarsus luridus",1
"35_F","Longitarsus luridus",0
"36_F","Longitarsus luridus",0
"37_F","Longitarsus luridus",0
"38_F","Longitarsus luridus",0
"39_F","Longitarsus luridus",0
"4_F","Longitarsus luridus",0
"40_F","Longitarsus luridus",0
"41_F","Longitarsus luridus",0
"42_F","Longitarsus luridus",0
"43_F","Longitarsus luridus",1
"44_F","Longitarsus luridus",0
"45_F","Longitarsus luridus",0
"46_F","Longitarsus luridus",0
"47_F","Longitarsus luridus",0
"5_F","Longitarsus luridus",0
"53_F","Longitarsus luridus",0
"54_F","Longitarsus luridus",0
"55_F","Longitarsus luridus",0
"56_F","Longitarsus luridus",0
"57_F","Longitarsus luridus",0
"58_F","Longitarsus luridus",0
"59_F","Longitarsus luridus",0
"6_F","Longitarsus luridus",0
"60_F","Longitarsus luridus",0
"61_F","Longitarsus luridus",0
"62_F","Longitarsus luridus",0
"63_F","Longitarsus luridus",0
"64_F","Longitarsus luridus",0
"65_F","Longitarsus luridus",0
"66_F","Longitarsus luridus",0
"67_F","Longitarsus luridus",0
"68_F","Longitarsus luridus",0
"69_F","Longitarsus luridus",0
"7_F","Longitarsus luridus",0
"70_F","Longitarsus luridus",0
"73_F","Longitarsus luridus",0
"74_F","Longitarsus luridus",0
"75_F","Longitarsus luridus",0
"76_F","Longitarsus luridus",0
"77_F","Longitarsus luridus",0
"78_F","Longitarsus luridus",0
"79_F","Longitarsus luridus",0
"8_F","Longitarsus luridus",0
"80_F","Longitarsus luridus",0
"81_F","Longitarsus luridus",0
"82_F","Longitarsus luridus",0
"83_F","Longitarsus luridus",0
"84_F","Longitarsus luridus",0
"85_F","Longitarsus luridus",0
"86_F","Longitarsus luridus",0
"87_F","Longitarsus luridus",0
"88_F","Longitarsus luridus",0
"89_F","Longitarsus luridus",0
"9_F","Longitarsus luridus",0
"91_F","Longitarsus luridus",0
"92_F","Longitarsus luridus",0
"93_F","Longitarsus luridus",0
"94_F","Longitarsus luridus",0
"95_F","Longitarsus luridus",0
"96_F","Longitarsus luridus",0
"97_F","Longitarsus luridus",0
"98_F","Longitarsus luridus",0
"99_F","Longitarsus luridus",0
"1_N","Longitarsus luridus",0
"10_N","Longitarsus luridus",0
"101_N","Longitarsus luridus",0
"102_N","Longitarsus luridus",0
"103_N","Longitarsus luridus",0
"105_N","Longitarsus luridus",0
"106_N","Longitarsus luridus",0
"109_N","Longitarsus luridus",0
"11_N","Longitarsus luridus",0
"110_N","Longitarsus luridus",0
"112_N","Longitarsus luridus",0
"113_N","Longitarsus luridus",0
"114_N","Longitarsus luridus",0
"115_N","Longitarsus luridus",0
"117_N","Longitarsus luridus",0
"118_N","Longitarsus luridus",0
"119_N","Longitarsus luridus",0
"12_N","Longitarsus luridus",0
"120_N","Longitarsus luridus",0
"121_N","Longitarsus luridus",0
"122_N","Longitarsus luridus",0
"123_N","Longitarsus luridus",0
"124_N","Longitarsus luridus",0
"125_N","Longitarsus luridus",0
"126_N","Longitarsus luridus",0
"127_N","Longitarsus luridus",0
"128_N","Longitarsus luridus",0
"13_N","Longitarsus luridus",0
"130_N","Longitarsus luridus",0
"131_N","Longitarsus luridus",0
"134_N","Longitarsus luridus",0
"136_N","Longitarsus luridus",0
"14_N","Longitarsus luridus",0
"16_N","Longitarsus luridus",0
"17_N","Longitarsus luridus",0
"18_N","Longitarsus luridus",0
"19_N","Longitarsus luridus",0
"2_N","Longitarsus luridus",0
"20_N","Longitarsus luridus",0
"201_N","Longitarsus luridus",0
"202_N","Longitarsus luridus",0
"203_N","Longitarsus luridus",0
"204_N","Longitarsus luridus",0
"205_N","Longitarsus luridus",0
"206_N","Longitarsus luridus",0
"207_N","Longitarsus luridus",0
"208_N","Longitarsus luridus",0
"209_N","Longitarsus luridus",0
"21_N","Longitarsus luridus",0
"210_N","Longitarsus luridus",0
"211_N","Longitarsus luridus",0
"213_N","Longitarsus luridus",0
"214_N","Longitarsus luridus",0
"217_N","Longitarsus luridus",0
"218_N","Longitarsus luridus",0
"219_N","Longitarsus luridus",0
"22_N","Longitarsus luridus",0
"220_N","Longitarsus luridus",0
"221_N","Longitarsus luridus",0
"222_N","Longitarsus luridus",0
"223_N","Longitarsus luridus",0
"224_N","Longitarsus luridus",0
"225_N","Longitarsus luridus",0
"227_N","Longitarsus luridus",0
"229_N","Longitarsus luridus",0
"23_N","Longitarsus luridus",0
"230_N","Longitarsus luridus",0
"231_N","Longitarsus luridus",0
"232_N","Longitarsus luridus",0
"233_N","Longitarsus luridus",0
"234_N","Longitarsus luridus",0
"235_N","Longitarsus luridus",0
"236_N","Longitarsus luridus",0
"237_N","Longitarsus luridus",0
"238_N","Longitarsus luridus",0
"239_N","Longitarsus luridus",0
"24_N","Longitarsus luridus",0
"240_N","Longitarsus luridus",0
"25_N","Longitarsus luridus",0
"26_N","Longitarsus luridus",0
"262_N","Longitarsus luridus",0
"264_N","Longitarsus luridus",0
"265_N","Longitarsus luridus",0
"266_N","Longitarsus luridus",0
"27_N","Longitarsus luridus",0
"28_N","Longitarsus luridus",0
"29_N","Longitarsus luridus",0
"3_N","Longitarsus luridus",0
"30_N","Longitarsus luridus",0
"31_N","Longitarsus luridus",0
"32_N","Longitarsus luridus",0
"33_N","Longitarsus luridus",0
"34_N","Longitarsus luridus",0
"35_N","Longitarsus luridus",0
"36_N","Longitarsus luridus",1
"37_N","Longitarsus luridus",0
"38_N","Longitarsus luridus",0
"39_N","Longitarsus luridus",0
"4_N","Longitarsus luridus",0
"40_N","Longitarsus luridus",0
"41_N","Longitarsus luridus",0
"42_N","Longitarsus luridus",0
"43_N","Longitarsus luridus",1
"44_N","Longitarsus luridus",0
"45_N","Longitarsus luridus",0
"47_N","Longitarsus luridus",0
"48_N","Longitarsus luridus",0
"49_N","Longitarsus luridus",0
"5_N","Longitarsus luridus",0
"51_N","Longitarsus luridus",0
"52_N","Longitarsus luridus",0
"53_N","Longitarsus luridus",0
"54_N","Longitarsus luridus",0
"55_N","Longitarsus luridus",0
"56_N","Longitarsus luridus",0
"57_N","Longitarsus luridus",0
"58_N","Longitarsus luridus",0
"59_N","Longitarsus luridus",0
"6_N","Longitarsus luridus",0
"61_N","Longitarsus luridus",0
"62_N","Longitarsus luridus",0
"63_N","Longitarsus luridus",0
"64_N","Longitarsus luridus",0
"65_N","Longitarsus luridus",0
"66_N","Longitarsus luridus",0
"67_N","Longitarsus luridus",0
"68_N","Longitarsus luridus",0
"69_N","Longitarsus luridus",0
"7_N","Longitarsus luridus",0
"70_N","Longitarsus luridus",0
"71_N","Longitarsus luridus",0
"72_N","Longitarsus luridus",0
"73_N","Longitarsus luridus",0
"74_N","Longitarsus luridus",0
"75_N","Longitarsus luridus",0
"76_N","Longitarsus luridus",0
"77_N","Longitarsus luridus",0
"78_N","Longitarsus luridus",0
"79_N","Longitarsus luridus",0
"8_N","Longitarsus luridus",0
"80_N","Longitarsus luridus",0
"81_N","Longitarsus luridus",0
"82_N","Longitarsus luridus",0
"83_N","Longitarsus luridus",0
"84_N","Longitarsus luridus",0
"85_N","Longitarsus luridus",0
"86_N","Longitarsus luridus",0
"87_N","Longitarsus luridus",0
"88_N","Longitarsus luridus",0
"89_N","Longitarsus luridus",0
"9_N","Longitarsus luridus",0
"90_N","Longitarsus luridus",0
"94_N","Longitarsus luridus",0
"98_N","Longitarsus luridus",0
"1_UK","Longitarsus luridus",0
"10_UK","Longitarsus luridus",0
"12_UK","Longitarsus luridus",0
"13_UK","Longitarsus luridus",0
"14_UK","Longitarsus luridus",0
"15_UK","Longitarsus luridus",0
"16_UK","Longitarsus luridus",0
"17_UK","Longitarsus luridus",0
"18_UK","Longitarsus luridus",0
"19_UK","Longitarsus luridus",0
"2_UK","Longitarsus luridus",0
"20_UK","Longitarsus luridus",0
"21_UK","Longitarsus luridus",0
"22_UK","Longitarsus luridus",0
"23_UK","Longitarsus luridus",0
"24_UK","Longitarsus luridus",0
"25_UK","Longitarsus luridus",0
"26_UK","Longitarsus luridus",0
"27_UK","Longitarsus luridus",0
"28_UK","Longitarsus luridus",0
"29_UK","Longitarsus luridus",0
"3_UK","Longitarsus luridus",0
"30_UK","Longitarsus luridus",0
"31_UK","Longitarsus luridus",0
"32_UK","Longitarsus luridus",0
"33_UK","Longitarsus luridus",0
"34_UK","Longitarsus luridus",0
"35_UK","Longitarsus luridus",0
"36_UK","Longitarsus luridus",0
"37_UK","Longitarsus luridus",0
"38_UK","Longitarsus luridus",0
"39_UK","Longitarsus luridus",0
"4_UK","Longitarsus luridus",0
"40_UK","Longitarsus luridus",0
"41_UK","Longitarsus luridus",0
"43_UK","Longitarsus luridus",0
"44_UK","Longitarsus luridus",0
"45_UK","Longitarsus luridus",0
"46_UK","Longitarsus luridus",0
"47_UK","Longitarsus luridus",0
"48_UK","Longitarsus luridus",0
"49_UK","Longitarsus luridus",0
"5_UK","Longitarsus luridus",0
"50_UK","Longitarsus luridus",0
"51_UK","Longitarsus luridus",0
"52_UK","Longitarsus luridus",0
"53_UK","Longitarsus luridus",0
"54_UK","Longitarsus luridus",0
"55_UK","Longitarsus luridus",0
"56_UK","Longitarsus luridus",0
"57_UK","Longitarsus luridus",0
"58_UK","Longitarsus luridus",0
"59_UK","Longitarsus luridus",0
"6_UK","Longitarsus luridus",0
"60_UK","Longitarsus luridus",0
"7_UK","Longitarsus luridus",0
"8_UK","Longitarsus luridus",0
"9_UK","Longitarsus luridus",0
"1_ODK","Psammotettix maritimus",0
"10_NPT","Psammotettix maritimus",0
"100_DHN1","Psammotettix maritimus",1
"101_DHN1","Psammotettix maritimus",0
"11_NPT","Psammotettix maritimus",1
"110_DUI","Psammotettix maritimus",0
"111_DUI","Psammotettix maritimus",0
"112_DUI","Psammotettix maritimus",0
"113_DUI","Psammotettix maritimus",0
"114_DUI","Psammotettix maritimus",0
"115_DUI","Psammotettix maritimus",0
"116_DUI","Psammotettix maritimus",0
"117_DUI","Psammotettix maritimus",0
"118_DUI","Psammotettix maritimus",0
"119_DUI","Psammotettix maritimus",0
"12_NPT","Psammotettix maritimus",1
"120_DUI","Psammotettix maritimus",0
"121_DUI","Psammotettix maritimus",0
"122_DUI","Psammotettix maritimus",0
"123_DUI","Psammotettix maritimus",0
"125_WTN","Psammotettix maritimus",0
"126_WTN","Psammotettix maritimus",0
"127_WTN","Psammotettix maritimus",0
"128_WTN","Psammotettix maritimus",0
"129_WTN","Psammotettix maritimus",0
"13_NPT","Psammotettix maritimus",0
"130_WTN","Psammotettix maritimus",0
"131_WTN","Psammotettix maritimus",1
"132_WTN","Psammotettix maritimus",0
"133_WTN","Psammotettix maritimus",0
"134_WTN","Psammotettix maritimus",0
"135_WTN","Psammotettix maritimus",0
"137_WTN","Psammotettix maritimus",0
"138_WTN","Psammotettix maritimus",0
"139_WTN","Psammotettix maritimus",1
"14_NPT","Psammotettix maritimus",0
"140_ODK-BAD","Psammotettix maritimus",0
"141_ODK-BAD","Psammotettix maritimus",0
"142_ODK-BAD","Psammotettix maritimus",0
"143_ODK-BAD","Psammotettix maritimus",0
"144_ODK-BAD","Psammotettix maritimus",0
"145_ODK-BAD","Psammotettix maritimus",0
"146_ODK-BAD","Psammotettix maritimus",1
"147_ODK-BAD","Psammotettix maritimus",0
"148_ODK-BAD","Psammotettix maritimus",0
"15_NPT","Psammotettix maritimus",0
"150_ODK-BAD","Psammotettix maritimus",0
"151_ZWN","Psammotettix maritimus",0
"152_ZWN","Psammotettix maritimus",0
"153_ZWN","Psammotettix maritimus",0
"154_ZWN","Psammotettix maritimus",0
"155_ZWN","Psammotettix maritimus",0
"156_ZWN","Psammotettix maritimus",0
"157_ZWN","Psammotettix maritimus",0
"158_ZWN","Psammotettix maritimus",0
"159_ZWN","Psammotettix maritimus",0
"16_NPT","Psammotettix maritimus",0
"160_ZWN","Psammotettix maritimus",0
"161_ZWN","Psammotettix maritimus",1
"162_DHN_K","Psammotettix maritimus",1
"163_DHN_K","Psammotettix maritimus",1
"164_DHN_K","Psammotettix maritimus",0
"165_DHN_K","Psammotettix maritimus",1
"166_DHN_K","Psammotettix maritimus",0
"167_DHN_K","Psammotettix maritimus",0
"168_DHN_K","Psammotettix maritimus",1
"169_DHN_K","Psammotettix maritimus",0
"17_NPT","Psammotettix maritimus",1
"170_DHN_K","Psammotettix maritimus",1
"171_DHN_K","Psammotettix maritimus",1
"172_DHN_K","Psammotettix maritimus",0
"173_DHN_K","Psammotettix maritimus",0
"174_DHN_K","Psammotettix maritimus",0
"175_DHN_K","Psammotettix maritimus",0
"176_DHN_K","Psammotettix maritimus",0
"177_BKN_W","Psammotettix maritimus",0
"178_BKN_W","Psammotettix maritimus",0
"179_BKN_W","Psammotettix maritimus",0
"18_NPT","Psammotettix maritimus",1
"180_BKN_W","Psammotettix maritimus",1
"181_BKN_W","Psammotettix maritimus",0
"182_BKN_W","Psammotettix maritimus",0
"183_BKN_W","Psammotettix maritimus",0
"184_BKN_W","Psammotettix maritimus",0
"185_BKN_W","Psammotettix maritimus",0
"186_BKN_W","Psammotettix maritimus",0
"187_BKN_W","Psammotettix maritimus",0
"188_BKN_W","Psammotettix maritimus",0
"189_BKN_W","Psammotettix maritimus",0
"19_NPT","Psammotettix maritimus",1
"190_BKN_W","Psammotettix maritimus",0
"191_BKN_W","Psammotettix maritimus",0
"192_ZWN","Psammotettix maritimus",0
"193_ZWN","Psammotettix maritimus",0
"194_ZWN","Psammotettix maritimus",0
"195_ZWN","Psammotettix maritimus",0
"196_ZWN2","Psammotettix maritimus",0
"197_ZWN2","Psammotettix maritimus",0
"198_ZWN2","Psammotettix maritimus",0
"199_ZWN2","Psammotettix maritimus",0
"2_ODK","Psammotettix maritimus",0
"20_NPT","Psammotettix maritimus",0
"200_ZWN2","Psammotettix maritimus",0
"201_ZWN2","Psammotettix maritimus",0
"202_ZWN2","Psammotettix maritimus",0
"203_ZWN2","Psammotettix maritimus",0
"204_OST","Psammotettix maritimus",0
"205_OST","Psammotettix maritimus",0
"206_OST","Psammotettix maritimus",0
"207_OST","Psammotettix maritimus",0
"208_OST","Psammotettix maritimus",0
"209_OST","Psammotettix maritimus",0
"21_NPT","Psammotettix maritimus",0
"210_OST","Psammotettix maritimus",0
"211_OST","Psammotettix maritimus",0
"212_OST","Psammotettix maritimus",0
"213_OST","Psammotettix maritimus",0
"214_OST","Psammotettix maritimus",0
"22_NPT","Psammotettix maritimus",1
"23_NPT","Psammotettix maritimus",0
"24_BRE","Psammotettix maritimus",0
"25_BRE","Psammotettix maritimus",0
"26_BRE","Psammotettix maritimus",0
"27_BRE","Psammotettix maritimus",0
"28_BRE","Psammotettix maritimus",0
"29_BRE","Psammotettix maritimus",0
"3_ODK","Psammotettix maritimus",0
"30_BRE","Psammotettix maritimus",0
"31_BRE","Psammotettix maritimus",0
"32_BRE","Psammotettix maritimus",0
"33_BRE","Psammotettix maritimus",0
"34_BRE","Psammotettix maritimus",0
"35_BRE","Psammotettix maritimus",0
"36_BRE","Psammotettix maritimus",0
"37_BRE","Psammotettix maritimus",0
"38_BRE","Psammotettix maritimus",0
"39_LOM-BAD","Psammotettix maritimus",0
"4_ODK-BAD","Psammotettix maritimus",0
"40_LOM-BAD","Psammotettix maritimus",0
"41_LOM-BAD","Psammotettix maritimus",0
"42_LOM-BAD","Psammotettix maritimus",0
"43_LOM-BAD","Psammotettix maritimus",0
"44_LOM-BAD","Psammotettix maritimus",0
"45_LOM-BAD","Psammotettix maritimus",1
"46_LOM-BAD","Psammotettix maritimus",1
"47_LOM-BAD","Psammotettix maritimus",0
"48_LOM-BAD","Psammotettix maritimus",0
"49_LOM-BAD","Psammotettix maritimus",1
"5_ODK-BAD","Psammotettix maritimus",0
"50_LOM-BAD","Psammotettix maritimus",1
"51_LOM-BAD","Psammotettix maritimus",1
"52_LOM-BAD","Psammotettix maritimus",1
"53_DEP1","Psammotettix maritimus",0
"54_DEP1","Psammotettix maritimus",0
"55_DEP1","Psammotettix maritimus",0
"56_DEP1","Psammotettix maritimus",0
"57_DEP1","Psammotettix maritimus",0
"58_DEP1","Psammotettix maritimus",0
"59_DEP1","Psammotettix maritimus",0
"6_ODK-BAD","Psammotettix maritimus",1
"60_DEP1","Psammotettix maritimus",0
"61_DEP1","Psammotettix maritimus",0
"62_DEP1","Psammotettix maritimus",0
"63_DEP1","Psammotettix maritimus",1
"64_DEP1","Psammotettix maritimus",0
"65_DEP1","Psammotettix maritimus",0
"66_DEP1","Psammotettix maritimus",1
"67_DEP1","Psammotettix maritimus",0
"68_ODK","Psammotettix maritimus",1
"69_ODK","Psammotettix maritimus",1
"7_ODK-BAD","Psammotettix maritimus",1
"70_ODK","Psammotettix maritimus",1
"71_ODK","Psammotettix maritimus",1
"72_ODK","Psammotettix maritimus",0
"73_ODK","Psammotettix maritimus",0
"74_ODK","Psammotettix maritimus",1
"75_ODK","Psammotettix maritimus",0
"76_ODK","Psammotettix maritimus",0
"77_ODK","Psammotettix maritimus",0
"78_ODK","Psammotettix maritimus",0
"79_ODK","Psammotettix maritimus",1
"8_ODK-BAD","Psammotettix maritimus",0
"80_WDN","Psammotettix maritimus",0
"81_WDN","Psammotettix maritimus",0
"82_WDN","Psammotettix maritimus",0
"83_WDN","Psammotettix maritimus",1
"84_WDN","Psammotettix maritimus",0
"85_WDN","Psammotettix maritimus",0
"86_WDN","Psammotettix maritimus",0
"87_WDN","Psammotettix maritimus",0
"88_WDN","Psammotettix maritimus",0
"89_WDN","Psammotettix maritimus",1
"9_NPT","Psammotettix maritimus",0
"90_WDN","Psammotettix maritimus",1
"91_WDN","Psammotettix maritimus",1
"92_WDN","Psammotettix maritimus",0
"93_WDN","Psammotettix maritimus",0
"94_WDN","Psammotettix maritimus",0
"95_DHN1","Psammotettix maritimus",0
"96_DHN1","Psammotettix maritimus",0
"97_DHN1","Psammotettix maritimus",0
"98_DHN1","Psammotettix maritimus",0
"99_DHN1","Psammotettix maritimus",0
"1_F","Psammotettix maritimus",0
"10_F","Psammotettix maritimus",0
"100_F","Psammotettix maritimus",0
"101_F","Psammotettix maritimus",0
"102_F","Psammotettix maritimus",0
"103_F","Psammotettix maritimus",0
"104_F","Psammotettix maritimus",0
"105_F","Psammotettix maritimus",0
"106_F","Psammotettix maritimus",0
"107_F","Psammotettix maritimus",0
"108_F","Psammotettix maritimus",0
"109_F","Psammotettix maritimus",0
"11_F","Psammotettix maritimus",0
"110_F","Psammotettix maritimus",0
"112_F","Psammotettix maritimus",0
"113_F","Psammotettix maritimus",0
"114_F","Psammotettix maritimus",0
"115_F","Psammotettix maritimus",0
"116_F","Psammotettix maritimus",0
"117_F","Psammotettix maritimus",0
"118_F","Psammotettix maritimus",0
"119_F","Psammotettix maritimus",0
"12_F","Psammotettix maritimus",0
"120_F","Psammotettix maritimus",0
"121_F","Psammotettix maritimus",0
"122_F","Psammotettix maritimus",0
"123_F","Psammotettix maritimus",0
"124_F","Psammotettix maritimus",0
"127_F","Psammotettix maritimus",0
"128_F","Psammotettix maritimus",0
"129_F","Psammotettix maritimus",0
"13_F","Psammotettix maritimus",0
"130_F","Psammotettix maritimus",0
"131_F","Psammotettix maritimus",0
"132_F","Psammotettix maritimus",0
"133_F","Psammotettix maritimus",0
"134_F","Psammotettix maritimus",0
"135_F","Psammotettix maritimus",0
"136_F","Psammotettix maritimus",0
"137_F","Psammotettix maritimus",0
"138_F","Psammotettix maritimus",0
"139_F","Psammotettix maritimus",0
"14_F","Psammotettix maritimus",0
"140_F","Psammotettix maritimus",0
"141_F","Psammotettix maritimus",0
"142_F","Psammotettix maritimus",0
"143_F","Psammotettix maritimus",0
"144_F","Psammotettix maritimus",0
"146_F","Psammotettix maritimus",1
"147_F","Psammotettix maritimus",0
"148_F","Psammotettix maritimus",0
"149_F","Psammotettix maritimus",0
"15_F","Psammotettix maritimus",0
"150_F","Psammotettix maritimus",0
"151_F","Psammotettix maritimus",0
"154_F","Psammotettix maritimus",0
"155_F","Psammotettix maritimus",0
"156_F","Psammotettix maritimus",0
"157_F","Psammotettix maritimus",0
"158_F","Psammotettix maritimus",0
"159_F","Psammotettix maritimus",0
"16_F","Psammotettix maritimus",0
"160_F","Psammotettix maritimus",0
"161_F","Psammotettix maritimus",0
"162_F","Psammotettix maritimus",0
"163_F","Psammotettix maritimus",0
"164_F","Psammotettix maritimus",0
"165_F","Psammotettix maritimus",0
"166_F","Psammotettix maritimus",0
"167_F","Psammotettix maritimus",0
"168_F","Psammotettix maritimus",0
"169_F","Psammotettix maritimus",0
"17_F","Psammotettix maritimus",0
"170_F","Psammotettix maritimus",0
"172_F","Psammotettix maritimus",0
"173_F","Psammotettix maritimus",0
"174_F","Psammotettix maritimus",0
"175_F","Psammotettix maritimus",0
"176_F","Psammotettix maritimus",0
"177_F","Psammotettix maritimus",0
"178_F","Psammotettix maritimus",0
"179_F","Psammotettix maritimus",0
"18_F","Psammotettix maritimus",0
"180_F","Psammotettix maritimus",0
"182_F","Psammotettix maritimus",0
"183_F","Psammotettix maritimus",0
"184_F","Psammotettix maritimus",0
"185_F","Psammotettix maritimus",0
"186_F","Psammotettix maritimus",0
"187_F","Psammotettix maritimus",0
"188_F","Psammotettix maritimus",0
"189_F","Psammotettix maritimus",0
"19_F","Psammotettix maritimus",0
"2_F","Psammotettix maritimus",0
"20_F","Psammotettix maritimus",0
"21_F","Psammotettix maritimus",0
"22_F","Psammotettix maritimus",0
"23_F","Psammotettix maritimus",0
"24_F","Psammotettix maritimus",0
"25_F","Psammotettix maritimus",0
"26_F","Psammotettix maritimus",0
"27_F","Psammotettix maritimus",0
"28_F","Psammotettix maritimus",0
"29_F","Psammotettix maritimus",1
"3_F","Psammotettix maritimus",0
"30_F","Psammotettix maritimus",0
"31_F","Psammotettix maritimus",0
"32_F","Psammotettix maritimus",0
"33_F","Psammotettix maritimus",0
"34_F","Psammotettix maritimus",0
"35_F","Psammotettix maritimus",0
"36_F","Psammotettix maritimus",0
"37_F","Psammotettix maritimus",0
"38_F","Psammotettix maritimus",0
"39_F","Psammotettix maritimus",0
"4_F","Psammotettix maritimus",0
"40_F","Psammotettix maritimus",0
"41_F","Psammotettix maritimus",0
"42_F","Psammotettix maritimus",0
"43_F","Psammotettix maritimus",0
"44_F","Psammotettix maritimus",0
"45_F","Psammotettix maritimus",0
"46_F","Psammotettix maritimus",0
"47_F","Psammotettix maritimus",0
"5_F","Psammotettix maritimus",0
"53_F","Psammotettix maritimus",0
"54_F","Psammotettix maritimus",0
"55_F","Psammotettix maritimus",0
"56_F","Psammotettix maritimus",0
"57_F","Psammotettix maritimus",0
"58_F","Psammotettix maritimus",0
"59_F","Psammotettix maritimus",0
"6_F","Psammotettix maritimus",0
"60_F","Psammotettix maritimus",0
"61_F","Psammotettix maritimus",0
"62_F","Psammotettix maritimus",0
"63_F","Psammotettix maritimus",0
"64_F","Psammotettix maritimus",0
"65_F","Psammotettix maritimus",0
"66_F","Psammotettix maritimus",0
"67_F","Psammotettix maritimus",0
"68_F","Psammotettix maritimus",0
"69_F","Psammotettix maritimus",0
"7_F","Psammotettix maritimus",0
"70_F","Psammotettix maritimus",0
"73_F","Psammotettix maritimus",0
"74_F","Psammotettix maritimus",0
"75_F","Psammotettix maritimus",0
"76_F","Psammotettix maritimus",0
"77_F","Psammotettix maritimus",0
"78_F","Psammotettix maritimus",0
"79_F","Psammotettix maritimus",0
"8_F","Psammotettix maritimus",0
"80_F","Psammotettix maritimus",0
"81_F","Psammotettix maritimus",0
"82_F","Psammotettix maritimus",0
"83_F","Psammotettix maritimus",0
"84_F","Psammotettix maritimus",0
"85_F","Psammotettix maritimus",0
"86_F","Psammotettix maritimus",0
"87_F","Psammotettix maritimus",0
"88_F","Psammotettix maritimus",0
"89_F","Psammotettix maritimus",0
"9_F","Psammotettix maritimus",0
"91_F","Psammotettix maritimus",0
"92_F","Psammotettix maritimus",0
"93_F","Psammotettix maritimus",0
"94_F","Psammotettix maritimus",0
"95_F","Psammotettix maritimus",0
"96_F","Psammotettix maritimus",0
"97_F","Psammotettix maritimus",0
"98_F","Psammotettix maritimus",0
"99_F","Psammotettix maritimus",1
"1_N","Psammotettix maritimus",0
"10_N","Psammotettix maritimus",0
"101_N","Psammotettix maritimus",1
"102_N","Psammotettix maritimus",0
"103_N","Psammotettix maritimus",0
"105_N","Psammotettix maritimus",1
"106_N","Psammotettix maritimus",0
"109_N","Psammotettix maritimus",0
"11_N","Psammotettix maritimus",1
"110_N","Psammotettix maritimus",0
"112_N","Psammotettix maritimus",0
"113_N","Psammotettix maritimus",0
"114_N","Psammotettix maritimus",0
"115_N","Psammotettix maritimus",1
"117_N","Psammotettix maritimus",0
"118_N","Psammotettix maritimus",0
"119_N","Psammotettix maritimus",0
"12_N","Psammotettix maritimus",0
"120_N","Psammotettix maritimus",0
"121_N","Psammotettix maritimus",0
"122_N","Psammotettix maritimus",0
"123_N","Psammotettix maritimus",0
"124_N","Psammotettix maritimus",0
"125_N","Psammotettix maritimus",0
"126_N","Psammotettix maritimus",0
"127_N","Psammotettix maritimus",0
"128_N","Psammotettix maritimus",0
"13_N","Psammotettix maritimus",0
"130_N","Psammotettix maritimus",0
"131_N","Psammotettix maritimus",1
"134_N","Psammotettix maritimus",0
"136_N","Psammotettix maritimus",0
"14_N","Psammotettix maritimus",1
"16_N","Psammotettix maritimus",0
"17_N","Psammotettix maritimus",0
"18_N","Psammotettix maritimus",0
"19_N","Psammotettix maritimus",0
"2_N","Psammotettix maritimus",0
"20_N","Psammotettix maritimus",0
"201_N","Psammotettix maritimus",0
"202_N","Psammotettix maritimus",0
"203_N","Psammotettix maritimus",0
"204_N","Psammotettix maritimus",0
"205_N","Psammotettix maritimus",0
"206_N","Psammotettix maritimus",0
"207_N","Psammotettix maritimus",0
"208_N","Psammotettix maritimus",0
"209_N","Psammotettix maritimus",0
"21_N","Psammotettix maritimus",0
"210_N","Psammotettix maritimus",0
"211_N","Psammotettix maritimus",0
"213_N","Psammotettix maritimus",0
"214_N","Psammotettix maritimus",0
"217_N","Psammotettix maritimus",0
"218_N","Psammotettix maritimus",0
"219_N","Psammotettix maritimus",1
"22_N","Psammotettix maritimus",1
"220_N","Psammotettix maritimus",0
"221_N","Psammotettix maritimus",0
"222_N","Psammotettix maritimus",0
"223_N","Psammotettix maritimus",0
"224_N","Psammotettix maritimus",0
"225_N","Psammotettix maritimus",1
"227_N","Psammotettix maritimus",0
"229_N","Psammotettix maritimus",0
"23_N","Psammotettix maritimus",0
"230_N","Psammotettix maritimus",0
"231_N","Psammotettix maritimus",0
"232_N","Psammotettix maritimus",0
"233_N","Psammotettix maritimus",0
"234_N","Psammotettix maritimus",0
"235_N","Psammotettix maritimus",0
"236_N","Psammotettix maritimus",0
"237_N","Psammotettix maritimus",0
"238_N","Psammotettix maritimus",0
"239_N","Psammotettix maritimus",0
"24_N","Psammotettix maritimus",0
"240_N","Psammotettix maritimus",0
"25_N","Psammotettix maritimus",0
"26_N","Psammotettix maritimus",1
"262_N","Psammotettix maritimus",0
"264_N","Psammotettix maritimus",0
"265_N","Psammotettix maritimus",0
"266_N","Psammotettix maritimus",0
"27_N","Psammotettix maritimus",0
"28_N","Psammotettix maritimus",0
"29_N","Psammotettix maritimus",0
"3_N","Psammotettix maritimus",0
"30_N","Psammotettix maritimus",0
"31_N","Psammotettix maritimus",0
"32_N","Psammotettix maritimus",0
"33_N","Psammotettix maritimus",0
"34_N","Psammotettix maritimus",0
"35_N","Psammotettix maritimus",0
"36_N","Psammotettix maritimus",0
"37_N","Psammotettix maritimus",0
"38_N","Psammotettix maritimus",0
"39_N","Psammotettix maritimus",0
"4_N","Psammotettix maritimus",0
