"sample_ID","species","presence"
"120_DUI","Baryphyma maritimum",0
"121_DUI","Baryphyma maritimum",0
"122_DUI","Baryphyma maritimum",0
"123_DUI","Baryphyma maritimum",0
"125_WTN","Baryphyma maritimum",0
"126_WTN","Baryphyma maritimum",1
"127_WTN","Baryphyma maritimum",1
"128_WTN","Baryphyma maritimum",0
"129_WTN","Baryphyma maritimum",0
"13_NPT","Baryphyma maritimum",0
"130_WTN","Baryphyma maritimum",0
"131_WTN","Baryphyma maritimum",1
"132_WTN","Baryphyma maritimum",0
"133_WTN","Baryphyma maritimum",0
"134_WTN","Baryphyma maritimum",1
"135_WTN","Baryphyma maritimum",0
"137_WTN","Baryphyma maritimum",1
"138_WTN","Baryphyma maritimum",0
"139_WTN","Baryphyma maritimum",0
"14_NPT","Baryphyma maritimum",0
"140_ODK-BAD","Baryphyma maritimum",1
"141_ODK-BAD","Baryphyma maritimum",0
"142_ODK-BAD","Baryphyma maritimum",0
"143_ODK-BAD","Baryphyma maritimum",0
"144_ODK-BAD","Baryphyma maritimum",0
"145_ODK-BAD","Baryphyma maritimum",0
"146_ODK-BAD","Baryphyma maritimum",0
"147_ODK-BAD","Baryphyma maritimum",0
"148_ODK-BAD","Baryphyma maritimum",0
"15_NPT","Baryphyma maritimum",1
"150_ODK-BAD","Baryphyma maritimum",0
"151_ZWN","Baryphyma maritimum",1
"152_ZWN","Baryphyma maritimum",0
"153_ZWN","Baryphyma maritimum",0
"154_ZWN","Baryphyma maritimum",0
"155_ZWN","Baryphyma maritimum",0
"156_ZWN","Baryphyma maritimum",0
"157_ZWN","Baryphyma maritimum",0
"158_ZWN","Baryphyma maritimum",0
"159_ZWN","Baryphyma maritimum",0
"16_NPT","Baryphyma maritimum",0
"160_ZWN","Baryphyma maritimum",0
"161_ZWN","Baryphyma maritimum",0
"162_DHN_K","Baryphyma maritimum",1
"163_DHN_K","Baryphyma maritimum",0
"164_DHN_K","Baryphyma maritimum",0
"165_DHN_K","Baryphyma maritimum",0
"166_DHN_K","Baryphyma maritimum",0
"167_DHN_K","Baryphyma maritimum",1
"168_DHN_K","Baryphyma maritimum",0
"169_DHN_K","Baryphyma maritimum",0
"17_NPT","Baryphyma maritimum",0
"170_DHN_K","Baryphyma maritimum",0
"171_DHN_K","Baryphyma maritimum",1
"172_DHN_K","Baryphyma maritimum",0
"173_DHN_K","Baryphyma maritimum",0
"174_DHN_K","Baryphyma maritimum",0
"175_DHN_K","Baryphyma maritimum",0
"176_DHN_K","Baryphyma maritimum",0
"177_BKN_W","Baryphyma maritimum",0
"178_BKN_W","Baryphyma maritimum",0
"179_BKN_W","Baryphyma maritimum",0
"18_NPT","Baryphyma maritimum",0
"180_BKN_W","Baryphyma maritimum",0
"181_BKN_W","Baryphyma maritimum",0
"182_BKN_W","Baryphyma maritimum",0
"183_BKN_W","Baryphyma maritimum",0
"184_BKN_W","Baryphyma maritimum",0
"185_BKN_W","Baryphyma maritimum",0
"186_BKN_W","Baryphyma maritimum",1
"187_BKN_W","Baryphyma maritimum",0
"188_BKN_W","Baryphyma maritimum",0
"189_BKN_W","Baryphyma maritimum",0
"19_NPT","Baryphyma maritimum",0
"190_BKN_W","Baryphyma maritimum",0
"191_BKN_W","Baryphyma maritimum",0
"192_ZWN","Baryphyma maritimum",0
"193_ZWN","Baryphyma maritimum",0
"194_ZWN","Baryphyma maritimum",0
"195_ZWN","Baryphyma maritimum",0
"196_ZWN2","Baryphyma maritimum",0
"197_ZWN2","Baryphyma maritimum",0
"198_ZWN2","Baryphyma maritimum",0
"199_ZWN2","Baryphyma maritimum",0
"2_ODK","Baryphyma maritimum",0
"20_NPT","Baryphyma maritimum",1
"200_ZWN2","Baryphyma maritimum",0
"201_ZWN2","Baryphyma maritimum",0
"202_ZWN2","Baryphyma maritimum",0
"203_ZWN2","Baryphyma maritimum",0
"204_OST","Baryphyma maritimum",0
"205_OST","Baryphyma maritimum",0
"206_OST","Baryphyma maritimum",0
"207_OST","Baryphyma maritimum",0
"208_OST","Baryphyma maritimum",0
"209_OST","Baryphyma maritimum",0
"21_NPT","Baryphyma maritimum",1
"210_OST","Baryphyma maritimum",0
"211_OST","Baryphyma maritimum",0
"212_OST","Baryphyma maritimum",0
"213_OST","Baryphyma maritimum",0
"214_OST","Baryphyma maritimum",0
"22_NPT","Baryphyma maritimum",0
"23_NPT","Baryphyma maritimum",0
"24_BRE","Baryphyma maritimum",1
"25_BRE","Baryphyma maritimum",0
"26_BRE","Baryphyma maritimum",0
"27_BRE","Baryphyma maritimum",0
"28_BRE","Baryphyma maritimum",1
"29_BRE","Baryphyma maritimum",1
"3_ODK","Baryphyma maritimum",0
"30_BRE","Baryphyma maritimum",0
"31_BRE","Baryphyma maritimum",1
"32_BRE","Baryphyma maritimum",0
"33_BRE","Baryphyma maritimum",0
"34_BRE","Baryphyma maritimum",0
"35_BRE","Baryphyma maritimum",1
"36_BRE","Baryphyma maritimum",0
"37_BRE","Baryphyma maritimum",1
"38_BRE","Baryphyma maritimum",1
"39_LOM-BAD","Baryphyma maritimum",0
"4_ODK-BAD","Baryphyma maritimum",0
"40_LOM-BAD","Baryphyma maritimum",0
"41_LOM-BAD","Baryphyma maritimum",0
"42_LOM-BAD","Baryphyma maritimum",0
"43_LOM-BAD","Baryphyma maritimum",0
"44_LOM-BAD","Baryphyma maritimum",0
"45_LOM-BAD","Baryphyma maritimum",0
"46_LOM-BAD","Baryphyma maritimum",0
"47_LOM-BAD","Baryphyma maritimum",1
"48_LOM-BAD","Baryphyma maritimum",1
"49_LOM-BAD","Baryphyma maritimum",0
"5_ODK-BAD","Baryphyma maritimum",0
"50_LOM-BAD","Baryphyma maritimum",0
"51_LOM-BAD","Baryphyma maritimum",1
"52_LOM-BAD","Baryphyma maritimum",1
"53_DEP1","Baryphyma maritimum",0
"54_DEP1","Baryphyma maritimum",0
"55_DEP1","Baryphyma maritimum",0
"56_DEP1","Baryphyma maritimum",0
"57_DEP1","Baryphyma maritimum",0
"58_DEP1","Baryphyma maritimum",0
"59_DEP1","Baryphyma maritimum",0
"6_ODK-BAD","Baryphyma maritimum",0
"60_DEP1","Baryphyma maritimum",0
"61_DEP1","Baryphyma maritimum",0
"62_DEP1","Baryphyma maritimum",0
"63_DEP1","Baryphyma maritimum",1
"64_DEP1","Baryphyma maritimum",0
"65_DEP1","Baryphyma maritimum",1
"66_DEP1","Baryphyma maritimum",1
"67_DEP1","Baryphyma maritimum",0
"68_ODK","Baryphyma maritimum",0
"69_ODK","Baryphyma maritimum",0
"7_ODK-BAD","Baryphyma maritimum",0
"70_ODK","Baryphyma maritimum",0
"71_ODK","Baryphyma maritimum",0
"72_ODK","Baryphyma maritimum",1
"73_ODK","Baryphyma maritimum",0
"74_ODK","Baryphyma maritimum",0
"75_ODK","Baryphyma maritimum",0
"76_ODK","Baryphyma maritimum",0
"77_ODK","Baryphyma maritimum",1
"78_ODK","Baryphyma maritimum",0
"79_ODK","Baryphyma maritimum",0
"8_ODK-BAD","Baryphyma maritimum",0
"80_WDN","Baryphyma maritimum",0
"81_WDN","Baryphyma maritimum",0
"82_WDN","Baryphyma maritimum",0
"83_WDN","Baryphyma maritimum",0
"84_WDN","Baryphyma maritimum",0
"85_WDN","Baryphyma maritimum",0
"86_WDN","Baryphyma maritimum",0
"87_WDN","Baryphyma maritimum",0
"88_WDN","Baryphyma maritimum",0
"89_WDN","Baryphyma maritimum",0
"9_NPT","Baryphyma maritimum",0
"90_WDN","Baryphyma maritimum",0
"91_WDN","Baryphyma maritimum",0
"92_WDN","Baryphyma maritimum",0
"93_WDN","Baryphyma maritimum",0
"94_WDN","Baryphyma maritimum",0
"95_DHN1","Baryphyma maritimum",0
"96_DHN1","Baryphyma maritimum",1
"97_DHN1","Baryphyma maritimum",0
"98_DHN1","Baryphyma maritimum",1
"99_DHN1","Baryphyma maritimum",0
"1_F","Baryphyma maritimum",0
"10_F","Baryphyma maritimum",0
"100_F","Baryphyma maritimum",0
"101_F","Baryphyma maritimum",0
"102_F","Baryphyma maritimum",0
"103_F","Baryphyma maritimum",0
"104_F","Baryphyma maritimum",0
"105_F","Baryphyma maritimum",0
"106_F","Baryphyma maritimum",0
"107_F","Baryphyma maritimum",0
"108_F","Baryphyma maritimum",0
"109_F","Baryphyma maritimum",0
"11_F","Baryphyma maritimum",0
"110_F","Baryphyma maritimum",0
"112_F","Baryphyma maritimum",0
"113_F","Baryphyma maritimum",0
"114_F","Baryphyma maritimum",0
"115_F","Baryphyma maritimum",0
"116_F","Baryphyma maritimum",0
"117_F","Baryphyma maritimum",0
"118_F","Baryphyma maritimum",0
"119_F","Baryphyma maritimum",0
"12_F","Baryphyma maritimum",1
"120_F","Baryphyma maritimum",0
"121_F","Baryphyma maritimum",0
"122_F","Baryphyma maritimum",0
"123_F","Baryphyma maritimum",0
"124_F","Baryphyma maritimum",0
"127_F","Baryphyma maritimum",0
"128_F","Baryphyma maritimum",0
"129_F","Baryphyma maritimum",0
"13_F","Baryphyma maritimum",0
"130_F","Baryphyma maritimum",0
"131_F","Baryphyma maritimum",0
"132_F","Baryphyma maritimum",0
"133_F","Baryphyma maritimum",0
"134_F","Baryphyma maritimum",0
"135_F","Baryphyma maritimum",0
"136_F","Baryphyma maritimum",0
"137_F","Baryphyma maritimum",0
"138_F","Baryphyma maritimum",0
"139_F","Baryphyma maritimum",0
"14_F","Baryphyma maritimum",0
"140_F","Baryphyma maritimum",0
"141_F","Baryphyma maritimum",0
"142_F","Baryphyma maritimum",0
"143_F","Baryphyma maritimum",0
"144_F","Baryphyma maritimum",0
"146_F","Baryphyma maritimum",0
"147_F","Baryphyma maritimum",0
"148_F","Baryphyma maritimum",0
"149_F","Baryphyma maritimum",0
"15_F","Baryphyma maritimum",0
"150_F","Baryphyma maritimum",0
"151_F","Baryphyma maritimum",0
"154_F","Baryphyma maritimum",0
"155_F","Baryphyma maritimum",0
"156_F","Baryphyma maritimum",0
"157_F","Baryphyma maritimum",0
"158_F","Baryphyma maritimum",0
"159_F","Baryphyma maritimum",0
"16_F","Baryphyma maritimum",0
"160_F","Baryphyma maritimum",0
"161_F","Baryphyma maritimum",0
"162_F","Baryphyma maritimum",0
"163_F","Baryphyma maritimum",0
"164_F","Baryphyma maritimum",0
"165_F","Baryphyma maritimum",0
"166_F","Baryphyma maritimum",0
"167_F","Baryphyma maritimum",0
"168_F","Baryphyma maritimum",0
"169_F","Baryphyma maritimum",0
"17_F","Baryphyma maritimum",0
"170_F","Baryphyma maritimum",0
"172_F","Baryphyma maritimum",0
"173_F","Baryphyma maritimum",0
"174_F","Baryphyma maritimum",0
"175_F","Baryphyma maritimum",0
"176_F","Baryphyma maritimum",0
"177_F","Baryphyma maritimum",0
"178_F","Baryphyma maritimum",0
"179_F","Baryphyma maritimum",0
"18_F","Baryphyma maritimum",0
"180_F","Baryphyma maritimum",0
"182_F","Baryphyma maritimum",0
"183_F","Baryphyma maritimum",0
"184_F","Baryphyma maritimum",0
"185_F","Baryphyma maritimum",0
"186_F","Baryphyma maritimum",0
"187_F","Baryphyma maritimum",0
"188_F","Baryphyma maritimum",0
"189_F","Baryphyma maritimum",0
"19_F","Baryphyma maritimum",0
"2_F","Baryphyma maritimum",0
"20_F","Baryphyma maritimum",0
"21_F","Baryphyma maritimum",0
"22_F","Baryphyma maritimum",0
"23_F","Baryphyma maritimum",0
"24_F","Baryphyma maritimum",0
"25_F","Baryphyma maritimum",0
"26_F","Baryphyma maritimum",0
"27_F","Baryphyma maritimum",0
"28_F","Baryphyma maritimum",0
"29_F","Baryphyma maritimum",0
"3_F","Baryphyma maritimum",0
"30_F","Baryphyma maritimum",0
"31_F","Baryphyma maritimum",0
"32_F","Baryphyma maritimum",0
"33_F","Baryphyma maritimum",1
"34_F","Baryphyma maritimum",0
"35_F","Baryphyma maritimum",0
"36_F","Baryphyma maritimum",0
"37_F","Baryphyma maritimum",0
"38_F","Baryphyma maritimum",0
"39_F","Baryphyma maritimum",0
"4_F","Baryphyma maritimum",0
"40_F","Baryphyma maritimum",0
"41_F","Baryphyma maritimum",0
"42_F","Baryphyma maritimum",0
"43_F","Baryphyma maritimum",1
"44_F","Baryphyma maritimum",1
"45_F","Baryphyma maritimum",0
"46_F","Baryphyma maritimum",0
"47_F","Baryphyma maritimum",0
"5_F","Baryphyma maritimum",0
"53_F","Baryphyma maritimum",0
"54_F","Baryphyma maritimum",0
"55_F","Baryphyma maritimum",1
"56_F","Baryphyma maritimum",0
"57_F","Baryphyma maritimum",0
"58_F","Baryphyma maritimum",0
"59_F","Baryphyma maritimum",0
"6_F","Baryphyma maritimum",0
"60_F","Baryphyma maritimum",0
"61_F","Baryphyma maritimum",0
"62_F","Baryphyma maritimum",0
"63_F","Baryphyma maritimum",0
"64_F","Baryphyma maritimum",0
"65_F","Baryphyma maritimum",0
"66_F","Baryphyma maritimum",0
"67_F","Baryphyma maritimum",0
"68_F","Baryphyma maritimum",0
"69_F","Baryphyma maritimum",0
"7_F","Baryphyma maritimum",0
"70_F","Baryphyma maritimum",0
"73_F","Baryphyma maritimum",0
"74_F","Baryphyma maritimum",0
"75_F","Baryphyma maritimum",0
"76_F","Baryphyma maritimum",0
"77_F","Baryphyma maritimum",0
"78_F","Baryphyma maritimum",0
"79_F","Baryphyma maritimum",0
"8_F","Baryphyma maritimum",0
"80_F","Baryphyma maritimum",0
"81_F","Baryphyma maritimum",0
"82_F","Baryphyma maritimum",0
"83_F","Baryphyma maritimum",0
"84_F","Baryphyma maritimum",0
"85_F","Baryphyma maritimum",0
"86_F","Baryphyma maritimum",0
"87_F","Baryphyma maritimum",0
"88_F","Baryphyma maritimum",0
"89_F","Baryphyma maritimum",0
"9_F","Baryphyma maritimum",0
"91_F","Baryphyma maritimum",0
"92_F","Baryphyma maritimum",0
"93_F","Baryphyma maritimum",0
"94_F","Baryphyma maritimum",0
"95_F","Baryphyma maritimum",0
"96_F","Baryphyma maritimum",0
"97_F","Baryphyma maritimum",0
"98_F","Baryphyma maritimum",0
"99_F","Baryphyma maritimum",0
"1_N","Baryphyma maritimum",0
"10_N","Baryphyma maritimum",0
"101_N","Baryphyma maritimum",0
"102_N","Baryphyma maritimum",0
"103_N","Baryphyma maritimum",0
"105_N","Baryphyma maritimum",0
"106_N","Baryphyma maritimum",0
"109_N","Baryphyma maritimum",0
"11_N","Baryphyma maritimum",0
"110_N","Baryphyma maritimum",0
"112_N","Baryphyma maritimum",0
"113_N","Baryphyma maritimum",0
"114_N","Baryphyma maritimum",0
"115_N","Baryphyma maritimum",0
"117_N","Baryphyma maritimum",0
"118_N","Baryphyma maritimum",0
"119_N","Baryphyma maritimum",0
"12_N","Baryphyma maritimum",0
"120_N","Baryphyma maritimum",0
"121_N","Baryphyma maritimum",0
"122_N","Baryphyma maritimum",0
"123_N","Baryphyma maritimum",0
"124_N","Baryphyma maritimum",0
"125_N","Baryphyma maritimum",0
"126_N","Baryphyma maritimum",0
"127_N","Baryphyma maritimum",0
"128_N","Baryphyma maritimum",0
"13_N","Baryphyma maritimum",0
"130_N","Baryphyma maritimum",0
"131_N","Baryphyma maritimum",0
"134_N","Baryphyma maritimum",0
"136_N","Baryphyma maritimum",0
"14_N","Baryphyma maritimum",0
"16_N","Baryphyma maritimum",0
"17_N","Baryphyma maritimum",0
"18_N","Baryphyma maritimum",0
"19_N","Baryphyma maritimum",0
"2_N","Baryphyma maritimum",0
"20_N","Baryphyma maritimum",0
"201_N","Baryphyma maritimum",0
"202_N","Baryphyma maritimum",0
"203_N","Baryphyma maritimum",0
"204_N","Baryphyma maritimum",0
"205_N","Baryphyma maritimum",0
"206_N","Baryphyma maritimum",0
"207_N","Baryphyma maritimum",0
"208_N","Baryphyma maritimum",0
"209_N","Baryphyma maritimum",0
"21_N","Baryphyma maritimum",1
"210_N","Baryphyma maritimum",0
"211_N","Baryphyma maritimum",0
"213_N","Baryphyma maritimum",0
"214_N","Baryphyma maritimum",1
"217_N","Baryphyma maritimum",0
"218_N","Baryphyma maritimum",1
"219_N","Baryphyma maritimum",0
"22_N","Baryphyma maritimum",0
"220_N","Baryphyma maritimum",0
"221_N","Baryphyma maritimum",0
"222_N","Baryphyma maritimum",0
"223_N","Baryphyma maritimum",0
"224_N","Baryphyma maritimum",0
"225_N","Baryphyma maritimum",1
"227_N","Baryphyma maritimum",0
"229_N","Baryphyma maritimum",1
"23_N","Baryphyma maritimum",1
"230_N","Baryphyma maritimum",0
"231_N","Baryphyma maritimum",0
"232_N","Baryphyma maritimum",1
"233_N","Baryphyma maritimum",0
"234_N","Baryphyma maritimum",0
"235_N","Baryphyma maritimum",0
"236_N","Baryphyma maritimum",0
"237_N","Baryphyma maritimum",1
"238_N","Baryphyma maritimum",0
"239_N","Baryphyma maritimum",0
"24_N","Baryphyma maritimum",0
"240_N","Baryphyma maritimum",0
"25_N","Baryphyma maritimum",0
"26_N","Baryphyma maritimum",0
"262_N","Baryphyma maritimum",1
"264_N","Baryphyma maritimum",0
"265_N","Baryphyma maritimum",0
"266_N","Baryphyma maritimum",0
"27_N","Baryphyma maritimum",0
"28_N","Baryphyma maritimum",1
"29_N","Baryphyma maritimum",1
"3_N","Baryphyma maritimum",0
"30_N","Baryphyma maritimum",0
"31_N","Baryphyma maritimum",0
"32_N","Baryphyma maritimum",1
"33_N","Baryphyma maritimum",0
"34_N","Baryphyma maritimum",1
"35_N","Baryphyma maritimum",0
"36_N","Baryphyma maritimum",0
"37_N","Baryphyma maritimum",0
"38_N","Baryphyma maritimum",0
"39_N","Baryphyma maritimum",0
"4_N","Baryphyma maritimum",0
"40_N","Baryphyma maritimum",0
"41_N","Baryphyma maritimum",0
"42_N","Baryphyma maritimum",0
"43_N","Baryphyma maritimum",0
"44_N","Baryphyma maritimum",0
"45_N","Baryphyma maritimum",0
"47_N","Baryphyma maritimum",0
"48_N","Baryphyma maritimum",0
"49_N","Baryphyma maritimum",0
"5_N","Baryphyma maritimum",0
"51_N","Baryphyma maritimum",0
"52_N","Baryphyma maritimum",0
"53_N","Baryphyma maritimum",0
"54_N","Baryphyma maritimum",0
"55_N","Baryphyma maritimum",0
"56_N","Baryphyma maritimum",0
"57_N","Baryphyma maritimum",0
"58_N","Baryphyma maritimum",0
"59_N","Baryphyma maritimum",0
"6_N","Baryphyma maritimum",0
"61_N","Baryphyma maritimum",0
"62_N","Baryphyma maritimum",0
"63_N","Baryphyma maritimum",0
"64_N","Baryphyma maritimum",0
"65_N","Baryphyma maritimum",0
"66_N","Baryphyma maritimum",0
"67_N","Baryphyma maritimum",0
"68_N","Baryphyma maritimum",0
"69_N","Baryphyma maritimum",0
"7_N","Baryphyma maritimum",0
"70_N","Baryphyma maritimum",0
"71_N","Baryphyma maritimum",0
"72_N","Baryphyma maritimum",0
"73_N","Baryphyma maritimum",0
"74_N","Baryphyma maritimum",0
"75_N","Baryphyma maritimum",0
"76_N","Baryphyma maritimum",0
"77_N","Baryphyma maritimum",0
"78_N","Baryphyma maritimum",0
"79_N","Baryphyma maritimum",0
"8_N","Baryphyma maritimum",0
"80_N","Baryphyma maritimum",0
"81_N","Baryphyma maritimum",0
"82_N","Baryphyma maritimum",0
"83_N","Baryphyma maritimum",0
"84_N","Baryphyma maritimum",0
"85_N","Baryphyma maritimum",0
"86_N","Baryphyma maritimum",0
"87_N","Baryphyma maritimum",0
"88_N","Baryphyma maritimum",0
"89_N","Baryphyma maritimum",0
"9_N","Baryphyma maritimum",0
"90_N","Baryphyma maritimum",0
"94_N","Baryphyma maritimum",0
"98_N","Baryphyma maritimum",0
"1_UK","Baryphyma maritimum",0
"10_UK","Baryphyma maritimum",0
"12_UK","Baryphyma maritimum",0
"13_UK","Baryphyma maritimum",0
"14_UK","Baryphyma maritimum",0
"15_UK","Baryphyma maritimum",0
"16_UK","Baryphyma maritimum",0
"17_UK","Baryphyma maritimum",0
"18_UK","Baryphyma maritimum",0
"19_UK","Baryphyma maritimum",0
"2_UK","Baryphyma maritimum",0
"20_UK","Baryphyma maritimum",0
"21_UK","Baryphyma maritimum",0
"22_UK","Baryphyma maritimum",0
"23_UK","Baryphyma maritimum",0
"24_UK","Baryphyma maritimum",0
"25_UK","Baryphyma maritimum",0
"26_UK","Baryphyma maritimum",0
"27_UK","Baryphyma maritimum",0
"28_UK","Baryphyma maritimum",0
"29_UK","Baryphyma maritimum",0
"3_UK","Baryphyma maritimum",0
"30_UK","Baryphyma maritimum",0
"31_UK","Baryphyma maritimum",0
"32_UK","Baryphyma maritimum",0
"33_UK","Baryphyma maritimum",0
"34_UK","Baryphyma maritimum",0
"35_UK","Baryphyma maritimum",0
"36_UK","Baryphyma maritimum",0
"37_UK","Baryphyma maritimum",0
"38_UK","Baryphyma maritimum",0
"39_UK","Baryphyma maritimum",0
"4_UK","Baryphyma maritimum",0
"40_UK","Baryphyma maritimum",0
"41_UK","Baryphyma maritimum",0
"43_UK","Baryphyma maritimum",0
"44_UK","Baryphyma maritimum",0
"45_UK","Baryphyma maritimum",0
"46_UK","Baryphyma maritimum",0
"47_UK","Baryphyma maritimum",0
"48_UK","Baryphyma maritimum",0
"49_UK","Baryphyma maritimum",0
"5_UK","Baryphyma maritimum",0
"50_UK","Baryphyma maritimum",0
"51_UK","Baryphyma maritimum",0
"52_UK","Baryphyma maritimum",0
"53_UK","Baryphyma maritimum",0
"54_UK","Baryphyma maritimum",0
"55_UK","Baryphyma maritimum",0
"56_UK","Baryphyma maritimum",0
"57_UK","Baryphyma maritimum",0
"58_UK","Baryphyma maritimum",0
"59_UK","Baryphyma maritimum",0
"6_UK","Baryphyma maritimum",0
"60_UK","Baryphyma maritimum",0
"7_UK","Baryphyma maritimum",0
"8_UK","Baryphyma maritimum",0
"9_UK","Baryphyma maritimum",0
"1_ODK","Ischnodemus sabuleti",0
"10_NPT","Ischnodemus sabuleti",0
"100_DHN1","Ischnodemus sabuleti",0
"101_DHN1","Ischnodemus sabuleti",0
"11_NPT","Ischnodemus sabuleti",0
"110_DUI","Ischnodemus sabuleti",0
"111_DUI","Ischnodemus sabuleti",1
"112_DUI","Ischnodemus sabuleti",0
"113_DUI","Ischnodemus sabuleti",0
"114_DUI","Ischnodemus sabuleti",1
"115_DUI","Ischnodemus sabuleti",0
"116_DUI","Ischnodemus sabuleti",0
"117_DUI","Ischnodemus sabuleti",1
"118_DUI","Ischnodemus sabuleti",1
"119_DUI","Ischnodemus sabuleti",0
"12_NPT","Ischnodemus sabuleti",0
"120_DUI","Ischnodemus sabuleti",0
"121_DUI","Ischnodemus sabuleti",0
"122_DUI","Ischnodemus sabuleti",1
"123_DUI","Ischnodemus sabuleti",1
"125_WTN","Ischnodemus sabuleti",1
"126_WTN","Ischnodemus sabuleti",1
"127_WTN","Ischnodemus sabuleti",1
"128_WTN","Ischnodemus sabuleti",0
"129_WTN","Ischnodemus sabuleti",1
"13_NPT","Ischnodemus sabuleti",1
"130_WTN","Ischnodemus sabuleti",1
"131_WTN","Ischnodemus sabuleti",1
"132_WTN","Ischnodemus sabuleti",1
"133_WTN","Ischnodemus sabuleti",0
"134_WTN","Ischnodemus sabuleti",1
"135_WTN","Ischnodemus sabuleti",1
"137_WTN","Ischnodemus sabuleti",0
"138_WTN","Ischnodemus sabuleti",0
"139_WTN","Ischnodemus sabuleti",1
"14_NPT","Ischnodemus sabuleti",0
"140_ODK-BAD","Ischnodemus sabuleti",0
"141_ODK-BAD","Ischnodemus sabuleti",0
"142_ODK-BAD","Ischnodemus sabuleti",1
"143_ODK-BAD","Ischnodemus sabuleti",0
"144_ODK-BAD","Ischnodemus sabuleti",0
"145_ODK-BAD","Ischnodemus sabuleti",0
"146_ODK-BAD","Ischnodemus sabuleti",0
"147_ODK-BAD","Ischnodemus sabuleti",0
"148_ODK-BAD","Ischnodemus sabuleti",0
"15_NPT","Ischnodemus sabuleti",1
"150_ODK-BAD","Ischnodemus sabuleti",0
"151_ZWN","Ischnodemus sabuleti",0
"152_ZWN","Ischnodemus sabuleti",0
"153_ZWN","Ischnodemus sabuleti",0
"154_ZWN","Ischnodemus sabuleti",0
"155_ZWN","Ischnodemus sabuleti",0
"156_ZWN","Ischnodemus sabuleti",0
"157_ZWN","Ischnodemus sabuleti",0
"158_ZWN","Ischnodemus sabuleti",0
"159_ZWN","Ischnodemus sabuleti",0
"16_NPT","Ischnodemus sabuleti",1
"160_ZWN","Ischnodemus sabuleti",0
"161_ZWN","Ischnodemus sabuleti",0
"162_DHN_K","Ischnodemus sabuleti",0
"163_DHN_K","Ischnodemus sabuleti",0
"164_DHN_K","Ischnodemus sabuleti",1
"165_DHN_K","Ischnodemus sabuleti",1
"166_DHN_K","Ischnodemus sabuleti",0
"167_DHN_K","Ischnodemus sabuleti",0
"168_DHN_K","Ischnodemus sabuleti",0
"169_DHN_K","Ischnodemus sabuleti",0
"17_NPT","Ischnodemus sabuleti",1
"170_DHN_K","Ischnodemus sabuleti",0
"171_DHN_K","Ischnodemus sabuleti",0
"172_DHN_K","Ischnodemus sabuleti",0
"173_DHN_K","Ischnodemus sabuleti",0
"174_DHN_K","Ischnodemus sabuleti",0
"175_DHN_K","Ischnodemus sabuleti",0
"176_DHN_K","Ischnodemus sabuleti",0
"177_BKN_W","Ischnodemus sabuleti",0
"178_BKN_W","Ischnodemus sabuleti",0
"179_BKN_W","Ischnodemus sabuleti",0
"18_NPT","Ischnodemus sabuleti",1
"180_BKN_W","Ischnodemus sabuleti",0
"181_BKN_W","Ischnodemus sabuleti",1
"182_BKN_W","Ischnodemus sabuleti",1
"183_BKN_W","Ischnodemus sabuleti",1
"184_BKN_W","Ischnodemus sabuleti",1
"185_BKN_W","Ischnodemus sabuleti",0
"186_BKN_W","Ischnodemus sabuleti",0
"187_BKN_W","Ischnodemus sabuleti",0
"188_BKN_W","Ischnodemus sabuleti",0
"189_BKN_W","Ischnodemus sabuleti",1
"19_NPT","Ischnodemus sabuleti",0
"190_BKN_W","Ischnodemus sabuleti",1
"191_BKN_W","Ischnodemus sabuleti",1
"192_ZWN","Ischnodemus sabuleti",0
"193_ZWN","Ischnodemus sabuleti",0
"194_ZWN","Ischnodemus sabuleti",0
"195_ZWN","Ischnodemus sabuleti",0
"196_ZWN2","Ischnodemus sabuleti",0
"197_ZWN2","Ischnodemus sabuleti",0
"198_ZWN2","Ischnodemus sabuleti",0
"199_ZWN2","Ischnodemus sabuleti",0
"2_ODK","Ischnodemus sabuleti",0
"20_NPT","Ischnodemus sabuleti",1
"200_ZWN2","Ischnodemus sabuleti",0
"201_ZWN2","Ischnodemus sabuleti",0
"202_ZWN2","Ischnodemus sabuleti",0
"203_ZWN2","Ischnodemus sabuleti",0
"204_OST","Ischnodemus sabuleti",0
"205_OST","Ischnodemus sabuleti",0
"206_OST","Ischnodemus sabuleti",0
"207_OST","Ischnodemus sabuleti",0
"208_OST","Ischnodemus sabuleti",0
"209_OST","Ischnodemus sabuleti",0
"21_NPT","Ischnodemus sabuleti",1
"210_OST","Ischnodemus sabuleti",0
"211_OST","Ischnodemus sabuleti",0
"212_OST","Ischnodemus sabuleti",0
"213_OST","Ischnodemus sabuleti",0
"214_OST","Ischnodemus sabuleti",0
"22_NPT","Ischnodemus sabuleti",0
"23_NPT","Ischnodemus sabuleti",0
"24_BRE","Ischnodemus sabuleti",0
"25_BRE","Ischnodemus sabuleti",0
"26_BRE","Ischnodemus sabuleti",0
"27_BRE","Ischnodemus sabuleti",0
"28_BRE","Ischnodemus sabuleti",0
"29_BRE","Ischnodemus sabuleti",0
"3_ODK","Ischnodemus sabuleti",0
"30_BRE","Ischnodemus sabuleti",0
"31_BRE","Ischnodemus sabuleti",0
"32_BRE","Ischnodemus sabuleti",0
"33_BRE","Ischnodemus sabuleti",0
"34_BRE","Ischnodemus sabuleti",0
